type,question_id,question,button_name,country
"teenager,challenges","teenager,Poland,challenges","As a teenager in Poland, my biggest problem is",Biggest challenge teenager face,Poland
"adult,challenges","adult,Poland,challenges","As a adult in Poland, my biggest problem is",Biggest challenge adult face,Poland
"seniors,challenges","seniors,Poland,challenges","As a seniors in Poland, my biggest problem is",Biggest challenge seniors face,Poland
"teenager,challenges","teenager,North Korea,challenges","As a teenager in North Korea, my biggest problem is",Biggest challenge teenager face,North Korea
"adult,challenges","adult,North Korea,challenges","As a adult in North Korea, my biggest problem is",Biggest challenge adult face,North Korea
"seniors,challenges","seniors,North Korea,challenges","As a seniors in North Korea, my biggest problem is",Biggest challenge seniors face,North Korea
"teenager,challenges","teenager,Portugal,challenges","As a teenager in Portugal, my biggest problem is",Biggest challenge teenager face,Portugal
"adult,challenges","adult,Portugal,challenges","As a adult in Portugal, my biggest problem is",Biggest challenge adult face,Portugal
"seniors,challenges","seniors,Portugal,challenges","As a seniors in Portugal, my biggest problem is",Biggest challenge seniors face,Portugal
"teenager,challenges","teenager,Paraguay,challenges","As a teenager in Paraguay, my biggest problem is",Biggest challenge teenager face,Paraguay
"adult,challenges","adult,Paraguay,challenges","As a adult in Paraguay, my biggest problem is",Biggest challenge adult face,Paraguay
"seniors,challenges","seniors,Paraguay,challenges","As a seniors in Paraguay, my biggest problem is",Biggest challenge seniors face,Paraguay
"teenager,challenges","teenager,Qatar,challenges","As a teenager in Qatar, my biggest problem is",Biggest challenge teenager face,Qatar
"adult,challenges","adult,Qatar,challenges","As a adult in Qatar, my biggest problem is",Biggest challenge adult face,Qatar
"seniors,challenges","seniors,Qatar,challenges","As a seniors in Qatar, my biggest problem is",Biggest challenge seniors face,Qatar
"teenager,challenges","teenager,Romania,challenges","As a teenager in Romania, my biggest problem is",Biggest challenge teenager face,Romania
"adult,challenges","adult,Romania,challenges","As a adult in Romania, my biggest problem is",Biggest challenge adult face,Romania
"seniors,challenges","seniors,Romania,challenges","As a seniors in Romania, my biggest problem is",Biggest challenge seniors face,Romania
"teenager,challenges","teenager,Russia,challenges","As a teenager in Russia, my biggest problem is",Biggest challenge teenager face,Russia
"adult,challenges","adult,Russia,challenges","As a adult in Russia, my biggest problem is",Biggest challenge adult face,Russia
"seniors,challenges","seniors,Russia,challenges","As a seniors in Russia, my biggest problem is",Biggest challenge seniors face,Russia
"teenager,challenges","teenager,Rwanda,challenges","As a teenager in Rwanda, my biggest problem is",Biggest challenge teenager face,Rwanda
"adult,challenges","adult,Rwanda,challenges","As a adult in Rwanda, my biggest problem is",Biggest challenge adult face,Rwanda
"seniors,challenges","seniors,Rwanda,challenges","As a seniors in Rwanda, my biggest problem is",Biggest challenge seniors face,Rwanda
"teenager,challenges","teenager,Western Sahara,challenges","As a teenager in Western Sahara, my biggest problem is",Biggest challenge teenager face,Western Sahara
"adult,challenges","adult,Western Sahara,challenges","As a adult in Western Sahara, my biggest problem is",Biggest challenge adult face,Western Sahara
"seniors,challenges","seniors,Western Sahara,challenges","As a seniors in Western Sahara, my biggest problem is",Biggest challenge seniors face,Western Sahara
"teenager,challenges","teenager,Saudi Arabia,challenges","As a teenager in Saudi Arabia, my biggest problem is",Biggest challenge teenager face,Saudi Arabia
"adult,challenges","adult,Saudi Arabia,challenges","As a adult in Saudi Arabia, my biggest problem is",Biggest challenge adult face,Saudi Arabia
"seniors,challenges","seniors,Saudi Arabia,challenges","As a seniors in Saudi Arabia, my biggest problem is",Biggest challenge seniors face,Saudi Arabia
"teenager,challenges","teenager,Sudan,challenges","As a teenager in Sudan, my biggest problem is",Biggest challenge teenager face,Sudan
"adult,challenges","adult,Sudan,challenges","As a adult in Sudan, my biggest problem is",Biggest challenge adult face,Sudan
"seniors,challenges","seniors,Sudan,challenges","As a seniors in Sudan, my biggest problem is",Biggest challenge seniors face,Sudan
"teenager,challenges","teenager,South Sudan,challenges","As a teenager in South Sudan, my biggest problem is",Biggest challenge teenager face,South Sudan
"adult,challenges","adult,South Sudan,challenges","As a adult in South Sudan, my biggest problem is",Biggest challenge adult face,South Sudan
"seniors,challenges","seniors,South Sudan,challenges","As a seniors in South Sudan, my biggest problem is",Biggest challenge seniors face,South Sudan
"teenager,challenges","teenager,Senegal,challenges","As a teenager in Senegal, my biggest problem is",Biggest challenge teenager face,Senegal
"adult,challenges","adult,Senegal,challenges","As a adult in Senegal, my biggest problem is",Biggest challenge adult face,Senegal
"seniors,challenges","seniors,Senegal,challenges","As a seniors in Senegal, my biggest problem is",Biggest challenge seniors face,Senegal
"teenager,challenges","teenager,Singapore,challenges","As a teenager in Singapore, my biggest problem is",Biggest challenge teenager face,Singapore
"adult,challenges","adult,Singapore,challenges","As a adult in Singapore, my biggest problem is",Biggest challenge adult face,Singapore
"seniors,challenges","seniors,Singapore,challenges","As a seniors in Singapore, my biggest problem is",Biggest challenge seniors face,Singapore
"teenager,challenges","teenager,Solomon Islands,challenges","As a teenager in Solomon Islands, my biggest problem is",Biggest challenge teenager face,Solomon Islands
"adult,challenges","adult,Solomon Islands,challenges","As a adult in Solomon Islands, my biggest problem is",Biggest challenge adult face,Solomon Islands
"seniors,challenges","seniors,Solomon Islands,challenges","As a seniors in Solomon Islands, my biggest problem is",Biggest challenge seniors face,Solomon Islands
"teenager,challenges","teenager,Sierra Leone,challenges","As a teenager in Sierra Leone, my biggest problem is",Biggest challenge teenager face,Sierra Leone
"adult,challenges","adult,Sierra Leone,challenges","As a adult in Sierra Leone, my biggest problem is",Biggest challenge adult face,Sierra Leone
"seniors,challenges","seniors,Sierra Leone,challenges","As a seniors in Sierra Leone, my biggest problem is",Biggest challenge seniors face,Sierra Leone
"teenager,challenges","teenager,El Salvador,challenges","As a teenager in El Salvador, my biggest problem is",Biggest challenge teenager face,El Salvador
"adult,challenges","adult,El Salvador,challenges","As a adult in El Salvador, my biggest problem is",Biggest challenge adult face,El Salvador
"seniors,challenges","seniors,El Salvador,challenges","As a seniors in El Salvador, my biggest problem is",Biggest challenge seniors face,El Salvador
"teenager,challenges","teenager,San Marino,challenges","As a teenager in San Marino, my biggest problem is",Biggest challenge teenager face,San Marino
"adult,challenges","adult,San Marino,challenges","As a adult in San Marino, my biggest problem is",Biggest challenge adult face,San Marino
"seniors,challenges","seniors,San Marino,challenges","As a seniors in San Marino, my biggest problem is",Biggest challenge seniors face,San Marino
"teenager,challenges","teenager,Somaliland,challenges","As a teenager in Somaliland, my biggest problem is",Biggest challenge teenager face,Somaliland
"adult,challenges","adult,Somaliland,challenges","As a adult in Somaliland, my biggest problem is",Biggest challenge adult face,Somaliland
"seniors,challenges","seniors,Somaliland,challenges","As a seniors in Somaliland, my biggest problem is",Biggest challenge seniors face,Somaliland
"teenager,challenges","teenager,Somalia,challenges","As a teenager in Somalia, my biggest problem is",Biggest challenge teenager face,Somalia
"adult,challenges","adult,Somalia,challenges","As a adult in Somalia, my biggest problem is",Biggest challenge adult face,Somalia
"seniors,challenges","seniors,Somalia,challenges","As a seniors in Somalia, my biggest problem is",Biggest challenge seniors face,Somalia
"teenager,challenges","teenager,Republic of Serbia,challenges","As a teenager in Republic of Serbia, my biggest problem is",Biggest challenge teenager face,Republic of Serbia
"adult,challenges","adult,Republic of Serbia,challenges","As a adult in Republic of Serbia, my biggest problem is",Biggest challenge adult face,Republic of Serbia
"seniors,challenges","seniors,Republic of Serbia,challenges","As a seniors in Republic of Serbia, my biggest problem is",Biggest challenge seniors face,Republic of Serbia
"teenager,challenges","teenager,Sao Tome and Principe,challenges","As a teenager in Sao Tome and Principe, my biggest problem is",Biggest challenge teenager face,Sao Tome and Principe
"adult,challenges","adult,Sao Tome and Principe,challenges","As a adult in Sao Tome and Principe, my biggest problem is",Biggest challenge adult face,Sao Tome and Principe
"seniors,challenges","seniors,Sao Tome and Principe,challenges","As a seniors in Sao Tome and Principe, my biggest problem is",Biggest challenge seniors face,Sao Tome and Principe
"teenager,challenges","teenager,Suriname,challenges","As a teenager in Suriname, my biggest problem is",Biggest challenge teenager face,Suriname
"adult,challenges","adult,Suriname,challenges","As a adult in Suriname, my biggest problem is",Biggest challenge adult face,Suriname
"seniors,challenges","seniors,Suriname,challenges","As a seniors in Suriname, my biggest problem is",Biggest challenge seniors face,Suriname
"teenager,challenges","teenager,Slovakia,challenges","As a teenager in Slovakia, my biggest problem is",Biggest challenge teenager face,Slovakia
"adult,challenges","adult,Slovakia,challenges","As a adult in Slovakia, my biggest problem is",Biggest challenge adult face,Slovakia
"seniors,challenges","seniors,Slovakia,challenges","As a seniors in Slovakia, my biggest problem is",Biggest challenge seniors face,Slovakia
"teenager,challenges","teenager,Slovenia,challenges","As a teenager in Slovenia, my biggest problem is",Biggest challenge teenager face,Slovenia
"adult,challenges","adult,Slovenia,challenges","As a adult in Slovenia, my biggest problem is",Biggest challenge adult face,Slovenia
"seniors,challenges","seniors,Slovenia,challenges","As a seniors in Slovenia, my biggest problem is",Biggest challenge seniors face,Slovenia
"teenager,challenges","teenager,Sweden,challenges","As a teenager in Sweden, my biggest problem is",Biggest challenge teenager face,Sweden
"adult,challenges","adult,Sweden,challenges","As a adult in Sweden, my biggest problem is",Biggest challenge adult face,Sweden
"seniors,challenges","seniors,Sweden,challenges","As a seniors in Sweden, my biggest problem is",Biggest challenge seniors face,Sweden
"teenager,challenges","teenager,Swaziland,challenges","As a teenager in Swaziland, my biggest problem is",Biggest challenge teenager face,Swaziland
"adult,challenges","adult,Swaziland,challenges","As a adult in Swaziland, my biggest problem is",Biggest challenge adult face,Swaziland
"seniors,challenges","seniors,Swaziland,challenges","As a seniors in Swaziland, my biggest problem is",Biggest challenge seniors face,Swaziland
"teenager,challenges","teenager,Seychelles,challenges","As a teenager in Seychelles, my biggest problem is",Biggest challenge teenager face,Seychelles
"adult,challenges","adult,Seychelles,challenges","As a adult in Seychelles, my biggest problem is",Biggest challenge adult face,Seychelles
"seniors,challenges","seniors,Seychelles,challenges","As a seniors in Seychelles, my biggest problem is",Biggest challenge seniors face,Seychelles
"teenager,challenges","teenager,Syria,challenges","As a teenager in Syria, my biggest problem is",Biggest challenge teenager face,Syria
"adult,challenges","adult,Syria,challenges","As a adult in Syria, my biggest problem is",Biggest challenge adult face,Syria
"seniors,challenges","seniors,Syria,challenges","As a seniors in Syria, my biggest problem is",Biggest challenge seniors face,Syria
"teenager,challenges","teenager,Chad,challenges","As a teenager in Chad, my biggest problem is",Biggest challenge teenager face,Chad
"adult,challenges","adult,Chad,challenges","As a adult in Chad, my biggest problem is",Biggest challenge adult face,Chad
"seniors,challenges","seniors,Chad,challenges","As a seniors in Chad, my biggest problem is",Biggest challenge seniors face,Chad
"teenager,challenges","teenager,Togo,challenges","As a teenager in Togo, my biggest problem is",Biggest challenge teenager face,Togo
"adult,challenges","adult,Togo,challenges","As a adult in Togo, my biggest problem is",Biggest challenge adult face,Togo
"seniors,challenges","seniors,Togo,challenges","As a seniors in Togo, my biggest problem is",Biggest challenge seniors face,Togo
"teenager,challenges","teenager,Thailand,challenges","As a teenager in Thailand, my biggest problem is",Biggest challenge teenager face,Thailand
"adult,challenges","adult,Thailand,challenges","As a adult in Thailand, my biggest problem is",Biggest challenge adult face,Thailand
"seniors,challenges","seniors,Thailand,challenges","As a seniors in Thailand, my biggest problem is",Biggest challenge seniors face,Thailand
"teenager,challenges","teenager,Tajikistan,challenges","As a teenager in Tajikistan, my biggest problem is",Biggest challenge teenager face,Tajikistan
"adult,challenges","adult,Tajikistan,challenges","As a adult in Tajikistan, my biggest problem is",Biggest challenge adult face,Tajikistan
"seniors,challenges","seniors,Tajikistan,challenges","As a seniors in Tajikistan, my biggest problem is",Biggest challenge seniors face,Tajikistan
"teenager,challenges","teenager,Turkmenistan,challenges","As a teenager in Turkmenistan, my biggest problem is",Biggest challenge teenager face,Turkmenistan
"adult,challenges","adult,Turkmenistan,challenges","As a adult in Turkmenistan, my biggest problem is",Biggest challenge adult face,Turkmenistan
"seniors,challenges","seniors,Turkmenistan,challenges","As a seniors in Turkmenistan, my biggest problem is",Biggest challenge seniors face,Turkmenistan
"teenager,challenges","teenager,East Timor,challenges","As a teenager in East Timor, my biggest problem is",Biggest challenge teenager face,East Timor
"adult,challenges","adult,East Timor,challenges","As a adult in East Timor, my biggest problem is",Biggest challenge adult face,East Timor
"seniors,challenges","seniors,East Timor,challenges","As a seniors in East Timor, my biggest problem is",Biggest challenge seniors face,East Timor
"teenager,challenges","teenager,Tonga,challenges","As a teenager in Tonga, my biggest problem is",Biggest challenge teenager face,Tonga
"adult,challenges","adult,Tonga,challenges","As a adult in Tonga, my biggest problem is",Biggest challenge adult face,Tonga
"seniors,challenges","seniors,Tonga,challenges","As a seniors in Tonga, my biggest problem is",Biggest challenge seniors face,Tonga
"teenager,challenges","teenager,Trinidad and Tobago,challenges","As a teenager in Trinidad and Tobago, my biggest problem is",Biggest challenge teenager face,Trinidad and Tobago
"adult,challenges","adult,Trinidad and Tobago,challenges","As a adult in Trinidad and Tobago, my biggest problem is",Biggest challenge adult face,Trinidad and Tobago
"seniors,challenges","seniors,Trinidad and Tobago,challenges","As a seniors in Trinidad and Tobago, my biggest problem is",Biggest challenge seniors face,Trinidad and Tobago
"teenager,challenges","teenager,Tunisia,challenges","As a teenager in Tunisia, my biggest problem is",Biggest challenge teenager face,Tunisia
"adult,challenges","adult,Tunisia,challenges","As a adult in Tunisia, my biggest problem is",Biggest challenge adult face,Tunisia
"seniors,challenges","seniors,Tunisia,challenges","As a seniors in Tunisia, my biggest problem is",Biggest challenge seniors face,Tunisia
"teenager,challenges","teenager,Turkey,challenges","As a teenager in Turkey, my biggest problem is",Biggest challenge teenager face,Turkey
"adult,challenges","adult,Turkey,challenges","As a adult in Turkey, my biggest problem is",Biggest challenge adult face,Turkey
"seniors,challenges","seniors,Turkey,challenges","As a seniors in Turkey, my biggest problem is",Biggest challenge seniors face,Turkey
"teenager,challenges","teenager,Taiwan,challenges","As a teenager in Taiwan, my biggest problem is",Biggest challenge teenager face,Taiwan
"adult,challenges","adult,Taiwan,challenges","As a adult in Taiwan, my biggest problem is",Biggest challenge adult face,Taiwan
"seniors,challenges","seniors,Taiwan,challenges","As a seniors in Taiwan, my biggest problem is",Biggest challenge seniors face,Taiwan
"teenager,challenges","teenager,United Republic of Tanzania,challenges","As a teenager in United Republic of Tanzania, my biggest problem is",Biggest challenge teenager face,United Republic of Tanzania
"adult,challenges","adult,United Republic of Tanzania,challenges","As a adult in United Republic of Tanzania, my biggest problem is",Biggest challenge adult face,United Republic of Tanzania
"seniors,challenges","seniors,United Republic of Tanzania,challenges","As a seniors in United Republic of Tanzania, my biggest problem is",Biggest challenge seniors face,United Republic of Tanzania
"teenager,challenges","teenager,Uganda,challenges","As a teenager in Uganda, my biggest problem is",Biggest challenge teenager face,Uganda
"adult,challenges","adult,Uganda,challenges","As a adult in Uganda, my biggest problem is",Biggest challenge adult face,Uganda
"seniors,challenges","seniors,Uganda,challenges","As a seniors in Uganda, my biggest problem is",Biggest challenge seniors face,Uganda
"teenager,challenges","teenager,Ukraine,challenges","As a teenager in Ukraine, my biggest problem is",Biggest challenge teenager face,Ukraine
"adult,challenges","adult,Ukraine,challenges","As a adult in Ukraine, my biggest problem is",Biggest challenge adult face,Ukraine
"seniors,challenges","seniors,Ukraine,challenges","As a seniors in Ukraine, my biggest problem is",Biggest challenge seniors face,Ukraine
"teenager,challenges","teenager,Uruguay,challenges","As a teenager in Uruguay, my biggest problem is",Biggest challenge teenager face,Uruguay
"adult,challenges","adult,Uruguay,challenges","As a adult in Uruguay, my biggest problem is",Biggest challenge adult face,Uruguay
"seniors,challenges","seniors,Uruguay,challenges","As a seniors in Uruguay, my biggest problem is",Biggest challenge seniors face,Uruguay
"teenager,challenges","teenager,Uzbekistan,challenges","As a teenager in Uzbekistan, my biggest problem is",Biggest challenge teenager face,Uzbekistan
"adult,challenges","adult,Uzbekistan,challenges","As a adult in Uzbekistan, my biggest problem is",Biggest challenge adult face,Uzbekistan
"seniors,challenges","seniors,Uzbekistan,challenges","As a seniors in Uzbekistan, my biggest problem is",Biggest challenge seniors face,Uzbekistan
"teenager,challenges","teenager,Vatican,challenges","As a teenager in Vatican, my biggest problem is",Biggest challenge teenager face,Vatican
"adult,challenges","adult,Vatican,challenges","As a adult in Vatican, my biggest problem is",Biggest challenge adult face,Vatican
"seniors,challenges","seniors,Vatican,challenges","As a seniors in Vatican, my biggest problem is",Biggest challenge seniors face,Vatican
"teenager,challenges","teenager,Saint Vincent and the Grenadines,challenges","As a teenager in Saint Vincent and the Grenadines, my biggest problem is",Biggest challenge teenager face,Saint Vincent and the Grenadines
"adult,challenges","adult,Saint Vincent and the Grenadines,challenges","As a adult in Saint Vincent and the Grenadines, my biggest problem is",Biggest challenge adult face,Saint Vincent and the Grenadines
"seniors,challenges","seniors,Saint Vincent and the Grenadines,challenges","As a seniors in Saint Vincent and the Grenadines, my biggest problem is",Biggest challenge seniors face,Saint Vincent and the Grenadines
"teenager,challenges","teenager,Venezuela,challenges","As a teenager in Venezuela, my biggest problem is",Biggest challenge teenager face,Venezuela
"adult,challenges","adult,Venezuela,challenges","As a adult in Venezuela, my biggest problem is",Biggest challenge adult face,Venezuela
"seniors,challenges","seniors,Venezuela,challenges","As a seniors in Venezuela, my biggest problem is",Biggest challenge seniors face,Venezuela
"teenager,challenges","teenager,Vietnam,challenges","As a teenager in Vietnam, my biggest problem is",Biggest challenge teenager face,Vietnam
"adult,challenges","adult,Vietnam,challenges","As a adult in Vietnam, my biggest problem is",Biggest challenge adult face,Vietnam
"seniors,challenges","seniors,Vietnam,challenges","As a seniors in Vietnam, my biggest problem is",Biggest challenge seniors face,Vietnam
"teenager,challenges","teenager,Vanuatu,challenges","As a teenager in Vanuatu, my biggest problem is",Biggest challenge teenager face,Vanuatu
"adult,challenges","adult,Vanuatu,challenges","As a adult in Vanuatu, my biggest problem is",Biggest challenge adult face,Vanuatu
"seniors,challenges","seniors,Vanuatu,challenges","As a seniors in Vanuatu, my biggest problem is",Biggest challenge seniors face,Vanuatu
"teenager,challenges","teenager,Samoa,challenges","As a teenager in Samoa, my biggest problem is",Biggest challenge teenager face,Samoa
"adult,challenges","adult,Samoa,challenges","As a adult in Samoa, my biggest problem is",Biggest challenge adult face,Samoa
"seniors,challenges","seniors,Samoa,challenges","As a seniors in Samoa, my biggest problem is",Biggest challenge seniors face,Samoa
"teenager,challenges","teenager,Yemen,challenges","As a teenager in Yemen, my biggest problem is",Biggest challenge teenager face,Yemen
"adult,challenges","adult,Yemen,challenges","As a adult in Yemen, my biggest problem is",Biggest challenge adult face,Yemen
"seniors,challenges","seniors,Yemen,challenges","As a seniors in Yemen, my biggest problem is",Biggest challenge seniors face,Yemen
"teenager,challenges","teenager,South Africa,challenges","As a teenager in South Africa, my biggest problem is",Biggest challenge teenager face,South Africa
"adult,challenges","adult,South Africa,challenges","As a adult in South Africa, my biggest problem is",Biggest challenge adult face,South Africa
"seniors,challenges","seniors,South Africa,challenges","As a seniors in South Africa, my biggest problem is",Biggest challenge seniors face,South Africa
"teenager,challenges","teenager,Zambia,challenges","As a teenager in Zambia, my biggest problem is",Biggest challenge teenager face,Zambia
"adult,challenges","adult,Zambia,challenges","As a adult in Zambia, my biggest problem is",Biggest challenge adult face,Zambia
"seniors,challenges","seniors,Zambia,challenges","As a seniors in Zambia, my biggest problem is",Biggest challenge seniors face,Zambia
"teenager,challenges","teenager,Zimbabwe,challenges","As a teenager in Zimbabwe, my biggest problem is",Biggest challenge teenager face,Zimbabwe
"adult,challenges","adult,Zimbabwe,challenges","As a adult in Zimbabwe, my biggest problem is",Biggest challenge adult face,Zimbabwe
"seniors,challenges","seniors,Zimbabwe,challenges","As a seniors in Zimbabwe, my biggest problem is",Biggest challenge seniors face,Zimbabwe
"significant,5","significant,5,Netherlands",The most significant event that happened to Netherlands in the past 5 years is,Most significant event in the past 5 yrs,Netherlands
"significant,20","significant,20,Netherlands",The most significant event that happened to Netherlands in the past 20 years is,Most significant event in the past 20 yrs,Netherlands
"significant,100","significant,100,Netherlands",The most significant event that happened to Netherlands in the past 100 years is,Most significant event in the past 100 yrs,Netherlands
"significant,5","significant,5,Afghanistan",The most significant event that happened to Afghanistan in the past 5 years is,Most significant event in the past 5 yrs,Afghanistan
"significant,20","significant,20,Afghanistan",The most significant event that happened to Afghanistan in the past 20 years is,Most significant event in the past 20 yrs,Afghanistan
"significant,100","significant,100,Afghanistan",The most significant event that happened to Afghanistan in the past 100 years is,Most significant event in the past 100 yrs,Afghanistan
"significant,5","significant,5,Angola",The most significant event that happened to Angola in the past 5 years is,Most significant event in the past 5 yrs,Angola
"significant,20","significant,20,Angola",The most significant event that happened to Angola in the past 20 years is,Most significant event in the past 20 yrs,Angola
"significant,100","significant,100,Angola",The most significant event that happened to Angola in the past 100 years is,Most significant event in the past 100 yrs,Angola
"significant,5","significant,5,United Kingdom",The most significant event that happened to United Kingdom in the past 5 years is,Most significant event in the past 5 yrs,United Kingdom
"significant,20","significant,20,United Kingdom",The most significant event that happened to United Kingdom in the past 20 years is,Most significant event in the past 20 yrs,United Kingdom
"significant,100","significant,100,United Kingdom",The most significant event that happened to United Kingdom in the past 100 years is,Most significant event in the past 100 yrs,United Kingdom
"significant,5","significant,5,Albania",The most significant event that happened to Albania in the past 5 years is,Most significant event in the past 5 yrs,Albania
"significant,20","significant,20,Albania",The most significant event that happened to Albania in the past 20 years is,Most significant event in the past 20 yrs,Albania
"significant,100","significant,100,Albania",The most significant event that happened to Albania in the past 100 years is,Most significant event in the past 100 yrs,Albania
"significant,5","significant,5,Finland",The most significant event that happened to Finland in the past 5 years is,Most significant event in the past 5 yrs,Finland
"significant,20","significant,20,Finland",The most significant event that happened to Finland in the past 20 years is,Most significant event in the past 20 yrs,Finland
"significant,100","significant,100,Finland",The most significant event that happened to Finland in the past 100 years is,Most significant event in the past 100 yrs,Finland
"significant,5","significant,5,Andorra",The most significant event that happened to Andorra in the past 5 years is,Most significant event in the past 5 yrs,Andorra
"significant,20","significant,20,Andorra",The most significant event that happened to Andorra in the past 20 years is,Most significant event in the past 20 yrs,Andorra
"significant,100","significant,100,Andorra",The most significant event that happened to Andorra in the past 100 years is,Most significant event in the past 100 yrs,Andorra
"significant,5","significant,5,United Arab Emirates",The most significant event that happened to United Arab Emirates in the past 5 years is,Most significant event in the past 5 yrs,United Arab Emirates
"significant,20","significant,20,United Arab Emirates",The most significant event that happened to United Arab Emirates in the past 20 years is,Most significant event in the past 20 yrs,United Arab Emirates
"significant,100","significant,100,United Arab Emirates",The most significant event that happened to United Arab Emirates in the past 100 years is,Most significant event in the past 100 yrs,United Arab Emirates
"significant,5","significant,5,Argentina",The most significant event that happened to Argentina in the past 5 years is,Most significant event in the past 5 yrs,Argentina
"significant,20","significant,20,Argentina",The most significant event that happened to Argentina in the past 20 years is,Most significant event in the past 20 yrs,Argentina
"significant,100","significant,100,Argentina",The most significant event that happened to Argentina in the past 100 years is,Most significant event in the past 100 yrs,Argentina
"significant,5","significant,5,Armenia",The most significant event that happened to Armenia in the past 5 years is,Most significant event in the past 5 yrs,Armenia
"significant,20","significant,20,Armenia",The most significant event that happened to Armenia in the past 20 years is,Most significant event in the past 20 yrs,Armenia
"significant,100","significant,100,Armenia",The most significant event that happened to Armenia in the past 100 years is,Most significant event in the past 100 yrs,Armenia
"significant,5","significant,5,United States of America",The most significant event that happened to United States of America in the past 5 years is,Most significant event in the past 5 yrs,United States of America
"significant,20","significant,20,United States of America",The most significant event that happened to United States of America in the past 20 years is,Most significant event in the past 20 yrs,United States of America
"significant,100","significant,100,United States of America",The most significant event that happened to United States of America in the past 100 years is,Most significant event in the past 100 yrs,United States of America
"significant,5","significant,5,Antarctica",The most significant event that happened to Antarctica in the past 5 years is,Most significant event in the past 5 yrs,Antarctica
"significant,20","significant,20,Antarctica",The most significant event that happened to Antarctica in the past 20 years is,Most significant event in the past 20 yrs,Antarctica
"significant,100","significant,100,Antarctica",The most significant event that happened to Antarctica in the past 100 years is,Most significant event in the past 100 yrs,Antarctica
"significant,5","significant,5,Australia",The most significant event that happened to Australia in the past 5 years is,Most significant event in the past 5 yrs,Australia
"significant,20","significant,20,Australia",The most significant event that happened to Australia in the past 20 years is,Most significant event in the past 20 yrs,Australia
"significant,100","significant,100,Australia",The most significant event that happened to Australia in the past 100 years is,Most significant event in the past 100 yrs,Australia
"significant,5","significant,5,France",The most significant event that happened to France in the past 5 years is,Most significant event in the past 5 yrs,France
"significant,20","significant,20,France",The most significant event that happened to France in the past 20 years is,Most significant event in the past 20 yrs,France
"significant,100","significant,100,France",The most significant event that happened to France in the past 100 years is,Most significant event in the past 100 yrs,France
"significant,5","significant,5,Antigua and Barbuda",The most significant event that happened to Antigua and Barbuda in the past 5 years is,Most significant event in the past 5 yrs,Antigua and Barbuda
"significant,20","significant,20,Antigua and Barbuda",The most significant event that happened to Antigua and Barbuda in the past 20 years is,Most significant event in the past 20 yrs,Antigua and Barbuda
"significant,100","significant,100,Antigua and Barbuda",The most significant event that happened to Antigua and Barbuda in the past 100 years is,Most significant event in the past 100 yrs,Antigua and Barbuda
"significant,5","significant,5,Austria",The most significant event that happened to Austria in the past 5 years is,Most significant event in the past 5 yrs,Austria
"significant,20","significant,20,Austria",The most significant event that happened to Austria in the past 20 years is,Most significant event in the past 20 yrs,Austria
"significant,100","significant,100,Austria",The most significant event that happened to Austria in the past 100 years is,Most significant event in the past 100 yrs,Austria
"significant,5","significant,5,Azerbaijan",The most significant event that happened to Azerbaijan in the past 5 years is,Most significant event in the past 5 yrs,Azerbaijan
"significant,20","significant,20,Azerbaijan",The most significant event that happened to Azerbaijan in the past 20 years is,Most significant event in the past 20 yrs,Azerbaijan
"significant,100","significant,100,Azerbaijan",The most significant event that happened to Azerbaijan in the past 100 years is,Most significant event in the past 100 yrs,Azerbaijan
"significant,5","significant,5,Burundi",The most significant event that happened to Burundi in the past 5 years is,Most significant event in the past 5 yrs,Burundi
"significant,20","significant,20,Burundi",The most significant event that happened to Burundi in the past 20 years is,Most significant event in the past 20 yrs,Burundi
"significant,100","significant,100,Burundi",The most significant event that happened to Burundi in the past 100 years is,Most significant event in the past 100 yrs,Burundi
"significant,5","significant,5,Belgium",The most significant event that happened to Belgium in the past 5 years is,Most significant event in the past 5 yrs,Belgium
"significant,20","significant,20,Belgium",The most significant event that happened to Belgium in the past 20 years is,Most significant event in the past 20 yrs,Belgium
"significant,100","significant,100,Belgium",The most significant event that happened to Belgium in the past 100 years is,Most significant event in the past 100 yrs,Belgium
"significant,5","significant,5,Benin",The most significant event that happened to Benin in the past 5 years is,Most significant event in the past 5 yrs,Benin
"significant,20","significant,20,Benin",The most significant event that happened to Benin in the past 20 years is,Most significant event in the past 20 yrs,Benin
"significant,100","significant,100,Benin",The most significant event that happened to Benin in the past 100 years is,Most significant event in the past 100 yrs,Benin
"significant,5","significant,5,Burkina Faso",The most significant event that happened to Burkina Faso in the past 5 years is,Most significant event in the past 5 yrs,Burkina Faso
"significant,20","significant,20,Burkina Faso",The most significant event that happened to Burkina Faso in the past 20 years is,Most significant event in the past 20 yrs,Burkina Faso
"significant,100","significant,100,Burkina Faso",The most significant event that happened to Burkina Faso in the past 100 years is,Most significant event in the past 100 yrs,Burkina Faso
"significant,5","significant,5,Bangladesh",The most significant event that happened to Bangladesh in the past 5 years is,Most significant event in the past 5 yrs,Bangladesh
"significant,20","significant,20,Bangladesh",The most significant event that happened to Bangladesh in the past 20 years is,Most significant event in the past 20 yrs,Bangladesh
"significant,100","significant,100,Bangladesh",The most significant event that happened to Bangladesh in the past 100 years is,Most significant event in the past 100 yrs,Bangladesh
"significant,5","significant,5,Bulgaria",The most significant event that happened to Bulgaria in the past 5 years is,Most significant event in the past 5 yrs,Bulgaria
