type,question_id,question,button_name,country
"adult,challenges","adult,Taiwan,challenges",Briefly summarize the biggest challenges adults in Taiwan face.,Biggest challenge adult face,Taiwan
"seniors,challenges","seniors,Taiwan,challenges",Briefly summarize the biggest challenges seniorss in Taiwan face.,Biggest challenge seniors face,Taiwan
"teenager,challenges","teenager,United Republic of Tanzania,challenges",Briefly summarize the biggest challenges teenagers in United Republic of Tanzania face.,Biggest challenge teenager face,United Republic of Tanzania
"adult,challenges","adult,United Republic of Tanzania,challenges",Briefly summarize the biggest challenges adults in United Republic of Tanzania face.,Biggest challenge adult face,United Republic of Tanzania
"seniors,challenges","seniors,United Republic of Tanzania,challenges",Briefly summarize the biggest challenges seniorss in United Republic of Tanzania face.,Biggest challenge seniors face,United Republic of Tanzania
"teenager,challenges","teenager,Uganda,challenges",Briefly summarize the biggest challenges teenagers in Uganda face.,Biggest challenge teenager face,Uganda
"adult,challenges","adult,Uganda,challenges",Briefly summarize the biggest challenges adults in Uganda face.,Biggest challenge adult face,Uganda
"seniors,challenges","seniors,Uganda,challenges",Briefly summarize the biggest challenges seniorss in Uganda face.,Biggest challenge seniors face,Uganda
"teenager,challenges","teenager,Ukraine,challenges",Briefly summarize the biggest challenges teenagers in Ukraine face.,Biggest challenge teenager face,Ukraine
"adult,challenges","adult,Ukraine,challenges",Briefly summarize the biggest challenges adults in Ukraine face.,Biggest challenge adult face,Ukraine
"seniors,challenges","seniors,Ukraine,challenges",Briefly summarize the biggest challenges seniorss in Ukraine face.,Biggest challenge seniors face,Ukraine
"teenager,challenges","teenager,Uruguay,challenges",Briefly summarize the biggest challenges teenagers in Uruguay face.,Biggest challenge teenager face,Uruguay
"adult,challenges","adult,Uruguay,challenges",Briefly summarize the biggest challenges adults in Uruguay face.,Biggest challenge adult face,Uruguay
"seniors,challenges","seniors,Uruguay,challenges",Briefly summarize the biggest challenges seniorss in Uruguay face.,Biggest challenge seniors face,Uruguay
"teenager,challenges","teenager,Uzbekistan,challenges",Briefly summarize the biggest challenges teenagers in Uzbekistan face.,Biggest challenge teenager face,Uzbekistan
"adult,challenges","adult,Uzbekistan,challenges",Briefly summarize the biggest challenges adults in Uzbekistan face.,Biggest challenge adult face,Uzbekistan
"seniors,challenges","seniors,Uzbekistan,challenges",Briefly summarize the biggest challenges seniorss in Uzbekistan face.,Biggest challenge seniors face,Uzbekistan
"teenager,challenges","teenager,Vatican,challenges",Briefly summarize the biggest challenges teenagers in Vatican face.,Biggest challenge teenager face,Vatican
"adult,challenges","adult,Vatican,challenges",Briefly summarize the biggest challenges adults in Vatican face.,Biggest challenge adult face,Vatican
"seniors,challenges","seniors,Vatican,challenges",Briefly summarize the biggest challenges seniorss in Vatican face.,Biggest challenge seniors face,Vatican
"teenager,challenges","teenager,Saint Vincent and the Grenadines,challenges",Briefly summarize the biggest challenges teenagers in Saint Vincent and the Grenadines face.,Biggest challenge teenager face,Saint Vincent and the Grenadines
"adult,challenges","adult,Saint Vincent and the Grenadines,challenges",Briefly summarize the biggest challenges adults in Saint Vincent and the Grenadines face.,Biggest challenge adult face,Saint Vincent and the Grenadines
"seniors,challenges","seniors,Saint Vincent and the Grenadines,challenges",Briefly summarize the biggest challenges seniorss in Saint Vincent and the Grenadines face.,Biggest challenge seniors face,Saint Vincent and the Grenadines
"teenager,challenges","teenager,Venezuela,challenges",Briefly summarize the biggest challenges teenagers in Venezuela face.,Biggest challenge teenager face,Venezuela
"adult,challenges","adult,Venezuela,challenges",Briefly summarize the biggest challenges adults in Venezuela face.,Biggest challenge adult face,Venezuela
"seniors,challenges","seniors,Venezuela,challenges",Briefly summarize the biggest challenges seniorss in Venezuela face.,Biggest challenge seniors face,Venezuela
"teenager,challenges","teenager,Vietnam,challenges",Briefly summarize the biggest challenges teenagers in Vietnam face.,Biggest challenge teenager face,Vietnam
"adult,challenges","adult,Vietnam,challenges",Briefly summarize the biggest challenges adults in Vietnam face.,Biggest challenge adult face,Vietnam
"seniors,challenges","seniors,Vietnam,challenges",Briefly summarize the biggest challenges seniorss in Vietnam face.,Biggest challenge seniors face,Vietnam
"teenager,challenges","teenager,Vanuatu,challenges",Briefly summarize the biggest challenges teenagers in Vanuatu face.,Biggest challenge teenager face,Vanuatu
"adult,challenges","adult,Vanuatu,challenges",Briefly summarize the biggest challenges adults in Vanuatu face.,Biggest challenge adult face,Vanuatu
"seniors,challenges","seniors,Vanuatu,challenges",Briefly summarize the biggest challenges seniorss in Vanuatu face.,Biggest challenge seniors face,Vanuatu
"teenager,challenges","teenager,Samoa,challenges",Briefly summarize the biggest challenges teenagers in Samoa face.,Biggest challenge teenager face,Samoa
"adult,challenges","adult,Samoa,challenges",Briefly summarize the biggest challenges adults in Samoa face.,Biggest challenge adult face,Samoa
"seniors,challenges","seniors,Samoa,challenges",Briefly summarize the biggest challenges seniorss in Samoa face.,Biggest challenge seniors face,Samoa
"teenager,challenges","teenager,Yemen,challenges",Briefly summarize the biggest challenges teenagers in Yemen face.,Biggest challenge teenager face,Yemen
"adult,challenges","adult,Yemen,challenges",Briefly summarize the biggest challenges adults in Yemen face.,Biggest challenge adult face,Yemen
"seniors,challenges","seniors,Yemen,challenges",Briefly summarize the biggest challenges seniorss in Yemen face.,Biggest challenge seniors face,Yemen
"teenager,challenges","teenager,South Africa,challenges",Briefly summarize the biggest challenges teenagers in South Africa face.,Biggest challenge teenager face,South Africa
"adult,challenges","adult,South Africa,challenges",Briefly summarize the biggest challenges adults in South Africa face.,Biggest challenge adult face,South Africa
"seniors,challenges","seniors,South Africa,challenges",Briefly summarize the biggest challenges seniorss in South Africa face.,Biggest challenge seniors face,South Africa
"teenager,challenges","teenager,Zambia,challenges",Briefly summarize the biggest challenges teenagers in Zambia face.,Biggest challenge teenager face,Zambia
"adult,challenges","adult,Zambia,challenges",Briefly summarize the biggest challenges adults in Zambia face.,Biggest challenge adult face,Zambia
"seniors,challenges","seniors,Zambia,challenges",Briefly summarize the biggest challenges seniorss in Zambia face.,Biggest challenge seniors face,Zambia
"teenager,challenges","teenager,Zimbabwe,challenges",Briefly summarize the biggest challenges teenagers in Zimbabwe face.,Biggest challenge teenager face,Zimbabwe
"adult,challenges","adult,Zimbabwe,challenges",Briefly summarize the biggest challenges adults in Zimbabwe face.,Biggest challenge adult face,Zimbabwe
"seniors,challenges","seniors,Zimbabwe,challenges",Briefly summarize the biggest challenges seniorss in Zimbabwe face.,Biggest challenge seniors face,Zimbabwe
"significant,5","significant,5,Netherlands",What is the most significant event that happened in Netherlands in the past 5 years?,Most significant event in the past 5 yrs,Netherlands
"significant,20","significant,20,Netherlands",What is the most significant event that happened in Netherlands in the past 20 years?,Most significant event in the past 20 yrs,Netherlands
"significant,100","significant,100,Netherlands",What is the most significant event that happened in Netherlands in the past 100 years?,Most significant event in the past 100 yrs,Netherlands
"significant,5","significant,5,Afghanistan",What is the most significant event that happened in Afghanistan in the past 5 years?,Most significant event in the past 5 yrs,Afghanistan
"significant,20","significant,20,Afghanistan",What is the most significant event that happened in Afghanistan in the past 20 years?,Most significant event in the past 20 yrs,Afghanistan
"significant,100","significant,100,Afghanistan",What is the most significant event that happened in Afghanistan in the past 100 years?,Most significant event in the past 100 yrs,Afghanistan
"significant,5","significant,5,Angola",What is the most significant event that happened in Angola in the past 5 years?,Most significant event in the past 5 yrs,Angola
"significant,20","significant,20,Angola",What is the most significant event that happened in Angola in the past 20 years?,Most significant event in the past 20 yrs,Angola
"significant,100","significant,100,Angola",What is the most significant event that happened in Angola in the past 100 years?,Most significant event in the past 100 yrs,Angola
"significant,5","significant,5,United Kingdom",What is the most significant event that happened in United Kingdom in the past 5 years?,Most significant event in the past 5 yrs,United Kingdom
"significant,20","significant,20,United Kingdom",What is the most significant event that happened in United Kingdom in the past 20 years?,Most significant event in the past 20 yrs,United Kingdom
"significant,100","significant,100,United Kingdom",What is the most significant event that happened in United Kingdom in the past 100 years?,Most significant event in the past 100 yrs,United Kingdom
"significant,5","significant,5,Albania",What is the most significant event that happened in Albania in the past 5 years?,Most significant event in the past 5 yrs,Albania
"significant,20","significant,20,Albania",What is the most significant event that happened in Albania in the past 20 years?,Most significant event in the past 20 yrs,Albania
"significant,100","significant,100,Albania",What is the most significant event that happened in Albania in the past 100 years?,Most significant event in the past 100 yrs,Albania
"significant,5","significant,5,Finland",What is the most significant event that happened in Finland in the past 5 years?,Most significant event in the past 5 yrs,Finland
"significant,20","significant,20,Finland",What is the most significant event that happened in Finland in the past 20 years?,Most significant event in the past 20 yrs,Finland
"significant,100","significant,100,Finland",What is the most significant event that happened in Finland in the past 100 years?,Most significant event in the past 100 yrs,Finland
"significant,5","significant,5,Andorra",What is the most significant event that happened in Andorra in the past 5 years?,Most significant event in the past 5 yrs,Andorra
"significant,20","significant,20,Andorra",What is the most significant event that happened in Andorra in the past 20 years?,Most significant event in the past 20 yrs,Andorra
"significant,100","significant,100,Andorra",What is the most significant event that happened in Andorra in the past 100 years?,Most significant event in the past 100 yrs,Andorra
"significant,5","significant,5,United Arab Emirates",What is the most significant event that happened in United Arab Emirates in the past 5 years?,Most significant event in the past 5 yrs,United Arab Emirates
"significant,20","significant,20,United Arab Emirates",What is the most significant event that happened in United Arab Emirates in the past 20 years?,Most significant event in the past 20 yrs,United Arab Emirates
"significant,100","significant,100,United Arab Emirates",What is the most significant event that happened in United Arab Emirates in the past 100 years?,Most significant event in the past 100 yrs,United Arab Emirates
"significant,5","significant,5,Argentina",What is the most significant event that happened in Argentina in the past 5 years?,Most significant event in the past 5 yrs,Argentina
"significant,20","significant,20,Argentina",What is the most significant event that happened in Argentina in the past 20 years?,Most significant event in the past 20 yrs,Argentina
"significant,100","significant,100,Argentina",What is the most significant event that happened in Argentina in the past 100 years?,Most significant event in the past 100 yrs,Argentina
"significant,5","significant,5,Armenia",What is the most significant event that happened in Armenia in the past 5 years?,Most significant event in the past 5 yrs,Armenia
"significant,20","significant,20,Armenia",What is the most significant event that happened in Armenia in the past 20 years?,Most significant event in the past 20 yrs,Armenia
"significant,100","significant,100,Armenia",What is the most significant event that happened in Armenia in the past 100 years?,Most significant event in the past 100 yrs,Armenia
"significant,5","significant,5,United States of America",What is the most significant event that happened in United States of America in the past 5 years?,Most significant event in the past 5 yrs,United States of America
"significant,20","significant,20,United States of America",What is the most significant event that happened in United States of America in the past 20 years?,Most significant event in the past 20 yrs,United States of America
"significant,100","significant,100,United States of America",What is the most significant event that happened in United States of America in the past 100 years?,Most significant event in the past 100 yrs,United States of America
"significant,5","significant,5,Antarctica",What is the most significant event that happened in Antarctica in the past 5 years?,Most significant event in the past 5 yrs,Antarctica
"significant,20","significant,20,Antarctica",What is the most significant event that happened in Antarctica in the past 20 years?,Most significant event in the past 20 yrs,Antarctica
"significant,100","significant,100,Antarctica",What is the most significant event that happened in Antarctica in the past 100 years?,Most significant event in the past 100 yrs,Antarctica
"significant,5","significant,5,Australia",What is the most significant event that happened in Australia in the past 5 years?,Most significant event in the past 5 yrs,Australia
"significant,20","significant,20,Australia",What is the most significant event that happened in Australia in the past 20 years?,Most significant event in the past 20 yrs,Australia
"significant,100","significant,100,Australia",What is the most significant event that happened in Australia in the past 100 years?,Most significant event in the past 100 yrs,Australia
"significant,5","significant,5,France",What is the most significant event that happened in France in the past 5 years?,Most significant event in the past 5 yrs,France
"significant,20","significant,20,France",What is the most significant event that happened in France in the past 20 years?,Most significant event in the past 20 yrs,France
"significant,100","significant,100,France",What is the most significant event that happened in France in the past 100 years?,Most significant event in the past 100 yrs,France
"significant,5","significant,5,Antigua and Barbuda",What is the most significant event that happened in Antigua and Barbuda in the past 5 years?,Most significant event in the past 5 yrs,Antigua and Barbuda
"significant,20","significant,20,Antigua and Barbuda",What is the most significant event that happened in Antigua and Barbuda in the past 20 years?,Most significant event in the past 20 yrs,Antigua and Barbuda
"significant,100","significant,100,Antigua and Barbuda",What is the most significant event that happened in Antigua and Barbuda in the past 100 years?,Most significant event in the past 100 yrs,Antigua and Barbuda
"significant,5","significant,5,Austria",What is the most significant event that happened in Austria in the past 5 years?,Most significant event in the past 5 yrs,Austria
"significant,20","significant,20,Austria",What is the most significant event that happened in Austria in the past 20 years?,Most significant event in the past 20 yrs,Austria
"significant,100","significant,100,Austria",What is the most significant event that happened in Austria in the past 100 years?,Most significant event in the past 100 yrs,Austria
"significant,5","significant,5,Azerbaijan",What is the most significant event that happened in Azerbaijan in the past 5 years?,Most significant event in the past 5 yrs,Azerbaijan
"significant,20","significant,20,Azerbaijan",What is the most significant event that happened in Azerbaijan in the past 20 years?,Most significant event in the past 20 yrs,Azerbaijan
"significant,100","significant,100,Azerbaijan",What is the most significant event that happened in Azerbaijan in the past 100 years?,Most significant event in the past 100 yrs,Azerbaijan
"significant,5","significant,5,Burundi",What is the most significant event that happened in Burundi in the past 5 years?,Most significant event in the past 5 yrs,Burundi
"significant,20","significant,20,Burundi",What is the most significant event that happened in Burundi in the past 20 years?,Most significant event in the past 20 yrs,Burundi
"significant,100","significant,100,Burundi",What is the most significant event that happened in Burundi in the past 100 years?,Most significant event in the past 100 yrs,Burundi
"significant,5","significant,5,Belgium",What is the most significant event that happened in Belgium in the past 5 years?,Most significant event in the past 5 yrs,Belgium
"significant,20","significant,20,Belgium",What is the most significant event that happened in Belgium in the past 20 years?,Most significant event in the past 20 yrs,Belgium
"significant,100","significant,100,Belgium",What is the most significant event that happened in Belgium in the past 100 years?,Most significant event in the past 100 yrs,Belgium
"significant,5","significant,5,Benin",What is the most significant event that happened in Benin in the past 5 years?,Most significant event in the past 5 yrs,Benin
"significant,20","significant,20,Benin",What is the most significant event that happened in Benin in the past 20 years?,Most significant event in the past 20 yrs,Benin
"significant,100","significant,100,Benin",What is the most significant event that happened in Benin in the past 100 years?,Most significant event in the past 100 yrs,Benin
"significant,5","significant,5,Burkina Faso",What is the most significant event that happened in Burkina Faso in the past 5 years?,Most significant event in the past 5 yrs,Burkina Faso
"significant,20","significant,20,Burkina Faso",What is the most significant event that happened in Burkina Faso in the past 20 years?,Most significant event in the past 20 yrs,Burkina Faso
"significant,100","significant,100,Burkina Faso",What is the most significant event that happened in Burkina Faso in the past 100 years?,Most significant event in the past 100 yrs,Burkina Faso
"significant,5","significant,5,Bangladesh",What is the most significant event that happened in Bangladesh in the past 5 years?,Most significant event in the past 5 yrs,Bangladesh
"significant,20","significant,20,Bangladesh",What is the most significant event that happened in Bangladesh in the past 20 years?,Most significant event in the past 20 yrs,Bangladesh
"significant,100","significant,100,Bangladesh",What is the most significant event that happened in Bangladesh in the past 100 years?,Most significant event in the past 100 yrs,Bangladesh
"significant,5","significant,5,Bulgaria",What is the most significant event that happened in Bulgaria in the past 5 years?,Most significant event in the past 5 yrs,Bulgaria
"significant,20","significant,20,Bulgaria",What is the most significant event that happened in Bulgaria in the past 20 years?,Most significant event in the past 20 yrs,Bulgaria
"significant,100","significant,100,Bulgaria",What is the most significant event that happened in Bulgaria in the past 100 years?,Most significant event in the past 100 yrs,Bulgaria
"significant,5","significant,5,Bahrain",What is the most significant event that happened in Bahrain in the past 5 years?,Most significant event in the past 5 yrs,Bahrain
"significant,20","significant,20,Bahrain",What is the most significant event that happened in Bahrain in the past 20 years?,Most significant event in the past 20 yrs,Bahrain
"significant,100","significant,100,Bahrain",What is the most significant event that happened in Bahrain in the past 100 years?,Most significant event in the past 100 yrs,Bahrain
"significant,5","significant,5,The Bahamas",What is the most significant event that happened in The Bahamas in the past 5 years?,Most significant event in the past 5 yrs,The Bahamas
"significant,20","significant,20,The Bahamas",What is the most significant event that happened in The Bahamas in the past 20 years?,Most significant event in the past 20 yrs,The Bahamas
"significant,100","significant,100,The Bahamas",What is the most significant event that happened in The Bahamas in the past 100 years?,Most significant event in the past 100 yrs,The Bahamas
"significant,5","significant,5,Bosnia and Herzegovina",What is the most significant event that happened in Bosnia and Herzegovina in the past 5 years?,Most significant event in the past 5 yrs,Bosnia and Herzegovina
"significant,20","significant,20,Bosnia and Herzegovina",What is the most significant event that happened in Bosnia and Herzegovina in the past 20 years?,Most significant event in the past 20 yrs,Bosnia and Herzegovina
"significant,100","significant,100,Bosnia and Herzegovina",What is the most significant event that happened in Bosnia and Herzegovina in the past 100 years?,Most significant event in the past 100 yrs,Bosnia and Herzegovina
"significant,5","significant,5,Belarus",What is the most significant event that happened in Belarus in the past 5 years?,Most significant event in the past 5 yrs,Belarus
"significant,20","significant,20,Belarus",What is the most significant event that happened in Belarus in the past 20 years?,Most significant event in the past 20 yrs,Belarus
"significant,100","significant,100,Belarus",What is the most significant event that happened in Belarus in the past 100 years?,Most significant event in the past 100 yrs,Belarus
"significant,5","significant,5,Belize",What is the most significant event that happened in Belize in the past 5 years?,Most significant event in the past 5 yrs,Belize
"significant,20","significant,20,Belize",What is the most significant event that happened in Belize in the past 20 years?,Most significant event in the past 20 yrs,Belize
"significant,100","significant,100,Belize",What is the most significant event that happened in Belize in the past 100 years?,Most significant event in the past 100 yrs,Belize
"significant,5","significant,5,Bolivia",What is the most significant event that happened in Bolivia in the past 5 years?,Most significant event in the past 5 yrs,Bolivia
"significant,20","significant,20,Bolivia",What is the most significant event that happened in Bolivia in the past 20 years?,Most significant event in the past 20 yrs,Bolivia
"significant,100","significant,100,Bolivia",What is the most significant event that happened in Bolivia in the past 100 years?,Most significant event in the past 100 yrs,Bolivia
"significant,5","significant,5,Brazil",What is the most significant event that happened in Brazil in the past 5 years?,Most significant event in the past 5 yrs,Brazil
"significant,20","significant,20,Brazil",What is the most significant event that happened in Brazil in the past 20 years?,Most significant event in the past 20 yrs,Brazil
"significant,100","significant,100,Brazil",What is the most significant event that happened in Brazil in the past 100 years?,Most significant event in the past 100 yrs,Brazil
"significant,5","significant,5,Barbados",What is the most significant event that happened in Barbados in the past 5 years?,Most significant event in the past 5 yrs,Barbados
"significant,20","significant,20,Barbados",What is the most significant event that happened in Barbados in the past 20 years?,Most significant event in the past 20 yrs,Barbados
"significant,100","significant,100,Barbados",What is the most significant event that happened in Barbados in the past 100 years?,Most significant event in the past 100 yrs,Barbados
"significant,5","significant,5,Brunei",What is the most significant event that happened in Brunei in the past 5 years?,Most significant event in the past 5 yrs,Brunei
"significant,20","significant,20,Brunei",What is the most significant event that happened in Brunei in the past 20 years?,Most significant event in the past 20 yrs,Brunei
"significant,100","significant,100,Brunei",What is the most significant event that happened in Brunei in the past 100 years?,Most significant event in the past 100 yrs,Brunei
"significant,5","significant,5,Bhutan",What is the most significant event that happened in Bhutan in the past 5 years?,Most significant event in the past 5 yrs,Bhutan
"significant,20","significant,20,Bhutan",What is the most significant event that happened in Bhutan in the past 20 years?,Most significant event in the past 20 yrs,Bhutan
"significant,100","significant,100,Bhutan",What is the most significant event that happened in Bhutan in the past 100 years?,Most significant event in the past 100 yrs,Bhutan
"significant,5","significant,5,Botswana",What is the most significant event that happened in Botswana in the past 5 years?,Most significant event in the past 5 yrs,Botswana
"significant,20","significant,20,Botswana",What is the most significant event that happened in Botswana in the past 20 years?,Most significant event in the past 20 yrs,Botswana
"significant,100","significant,100,Botswana",What is the most significant event that happened in Botswana in the past 100 years?,Most significant event in the past 100 yrs,Botswana
"significant,5","significant,5,Central African Republic",What is the most significant event that happened in Central African Republic in the past 5 years?,Most significant event in the past 5 yrs,Central African Republic
"significant,20","significant,20,Central African Republic",What is the most significant event that happened in Central African Republic in the past 20 years?,Most significant event in the past 20 yrs,Central African Republic
"significant,100","significant,100,Central African Republic",What is the most significant event that happened in Central African Republic in the past 100 years?,Most significant event in the past 100 yrs,Central African Republic
"significant,5","significant,5,Canada",What is the most significant event that happened in Canada in the past 5 years?,Most significant event in the past 5 yrs,Canada
"significant,20","significant,20,Canada",What is the most significant event that happened in Canada in the past 20 years?,Most significant event in the past 20 yrs,Canada
"significant,100","significant,100,Canada",What is the most significant event that happened in Canada in the past 100 years?,Most significant event in the past 100 yrs,Canada
"significant,5","significant,5,Switzerland",What is the most significant event that happened in Switzerland in the past 5 years?,Most significant event in the past 5 yrs,Switzerland
"significant,20","significant,20,Switzerland",What is the most significant event that happened in Switzerland in the past 20 years?,Most significant event in the past 20 yrs,Switzerland
"significant,100","significant,100,Switzerland",What is the most significant event that happened in Switzerland in the past 100 years?,Most significant event in the past 100 yrs,Switzerland
"significant,5","significant,5,Chile",What is the most significant event that happened in Chile in the past 5 years?,Most significant event in the past 5 yrs,Chile
"significant,20","significant,20,Chile",What is the most significant event that happened in Chile in the past 20 years?,Most significant event in the past 20 yrs,Chile
"significant,100","significant,100,Chile",What is the most significant event that happened in Chile in the past 100 years?,Most significant event in the past 100 yrs,Chile
"significant,5","significant,5,China",What is the most significant event that happened in China in the past 5 years?,Most significant event in the past 5 yrs,China
"significant,20","significant,20,China",What is the most significant event that happened in China in the past 20 years?,Most significant event in the past 20 yrs,China
"significant,100","significant,100,China",What is the most significant event that happened in China in the past 100 years?,Most significant event in the past 100 yrs,China
"significant,5","significant,5,Ivory Coast",What is the most significant event that happened in Ivory Coast in the past 5 years?,Most significant event in the past 5 yrs,Ivory Coast
"significant,20","significant,20,Ivory Coast",What is the most significant event that happened in Ivory Coast in the past 20 years?,Most significant event in the past 20 yrs,Ivory Coast
"significant,100","significant,100,Ivory Coast",What is the most significant event that happened in Ivory Coast in the past 100 years?,Most significant event in the past 100 yrs,Ivory Coast
"significant,5","significant,5,Cameroon",What is the most significant event that happened in Cameroon in the past 5 years?,Most significant event in the past 5 yrs,Cameroon
"significant,20","significant,20,Cameroon",What is the most significant event that happened in Cameroon in the past 20 years?,Most significant event in the past 20 yrs,Cameroon
"significant,100","significant,100,Cameroon",What is the most significant event that happened in Cameroon in the past 100 years?,Most significant event in the past 100 yrs,Cameroon
"significant,5","significant,5,Democratic Republic of the Congo",What is the most significant event that happened in Democratic Republic of the Congo in the past 5 years?,Most significant event in the past 5 yrs,Democratic Republic of the Congo
"significant,20","significant,20,Democratic Republic of the Congo",What is the most significant event that happened in Democratic Republic of the Congo in the past 20 years?,Most significant event in the past 20 yrs,Democratic Republic of the Congo
"significant,100","significant,100,Democratic Republic of the Congo",What is the most significant event that happened in Democratic Republic of the Congo in the past 100 years?,Most significant event in the past 100 yrs,Democratic Republic of the Congo
"significant,5","significant,5,Republic of Congo",What is the most significant event that happened in Republic of Congo in the past 5 years?,Most significant event in the past 5 yrs,Republic of Congo
"significant,20","significant,20,Republic of Congo",What is the most significant event that happened in Republic of Congo in the past 20 years?,Most significant event in the past 20 yrs,Republic of Congo
"significant,100","significant,100,Republic of Congo",What is the most significant event that happened in Republic of Congo in the past 100 years?,Most significant event in the past 100 yrs,Republic of Congo
"significant,5","significant,5,New Zealand",What is the most significant event that happened in New Zealand in the past 5 years?,Most significant event in the past 5 yrs,New Zealand
"significant,20","significant,20,New Zealand",What is the most significant event that happened in New Zealand in the past 20 years?,Most significant event in the past 20 yrs,New Zealand
"significant,100","significant,100,New Zealand",What is the most significant event that happened in New Zealand in the past 100 years?,Most significant event in the past 100 yrs,New Zealand
"significant,5","significant,5,Colombia",What is the most significant event that happened in Colombia in the past 5 years?,Most significant event in the past 5 yrs,Colombia
"significant,20","significant,20,Colombia",What is the most significant event that happened in Colombia in the past 20 years?,Most significant event in the past 20 yrs,Colombia
"significant,100","significant,100,Colombia",What is the most significant event that happened in Colombia in the past 100 years?,Most significant event in the past 100 yrs,Colombia
"significant,5","significant,5,Comoros",What is the most significant event that happened in Comoros in the past 5 years?,Most significant event in the past 5 yrs,Comoros
"significant,20","significant,20,Comoros",What is the most significant event that happened in Comoros in the past 20 years?,Most significant event in the past 20 yrs,Comoros
"significant,100","significant,100,Comoros",What is the most significant event that happened in Comoros in the past 100 years?,Most significant event in the past 100 yrs,Comoros
"significant,5","significant,5,Cape Verde",What is the most significant event that happened in Cape Verde in the past 5 years?,Most significant event in the past 5 yrs,Cape Verde
"significant,20","significant,20,Cape Verde",What is the most significant event that happened in Cape Verde in the past 20 years?,Most significant event in the past 20 yrs,Cape Verde
"significant,100","significant,100,Cape Verde",What is the most significant event that happened in Cape Verde in the past 100 years?,Most significant event in the past 100 yrs,Cape Verde
"significant,5","significant,5,Costa Rica",What is the most significant event that happened in Costa Rica in the past 5 years?,Most significant event in the past 5 yrs,Costa Rica
"significant,20","significant,20,Costa Rica",What is the most significant event that happened in Costa Rica in the past 20 years?,Most significant event in the past 20 yrs,Costa Rica
"significant,100","significant,100,Costa Rica",What is the most significant event that happened in Costa Rica in the past 100 years?,Most significant event in the past 100 yrs,Costa Rica
"significant,5","significant,5,Cuba",What is the most significant event that happened in Cuba in the past 5 years?,Most significant event in the past 5 yrs,Cuba
"significant,20","significant,20,Cuba",What is the most significant event that happened in Cuba in the past 20 years?,Most significant event in the past 20 yrs,Cuba
"significant,100","significant,100,Cuba",What is the most significant event that happened in Cuba in the past 100 years?,Most significant event in the past 100 yrs,Cuba
"significant,5","significant,5,Northern Cyprus",What is the most significant event that happened in Northern Cyprus in the past 5 years?,Most significant event in the past 5 yrs,Northern Cyprus
"significant,20","significant,20,Northern Cyprus",What is the most significant event that happened in Northern Cyprus in the past 20 years?,Most significant event in the past 20 yrs,Northern Cyprus
"significant,100","significant,100,Northern Cyprus",What is the most significant event that happened in Northern Cyprus in the past 100 years?,Most significant event in the past 100 yrs,Northern Cyprus
"significant,5","significant,5,Cyprus",What is the most significant event that happened in Cyprus in the past 5 years?,Most significant event in the past 5 yrs,Cyprus
"significant,20","significant,20,Cyprus",What is the most significant event that happened in Cyprus in the past 20 years?,Most significant event in the past 20 yrs,Cyprus
"significant,100","significant,100,Cyprus",What is the most significant event that happened in Cyprus in the past 100 years?,Most significant event in the past 100 yrs,Cyprus
"significant,5","significant,5,Czech Republic",What is the most significant event that happened in Czech Republic in the past 5 years?,Most significant event in the past 5 yrs,Czech Republic
"significant,20","significant,20,Czech Republic",What is the most significant event that happened in Czech Republic in the past 20 years?,Most significant event in the past 20 yrs,Czech Republic
"significant,100","significant,100,Czech Republic",What is the most significant event that happened in Czech Republic in the past 100 years?,Most significant event in the past 100 yrs,Czech Republic
"significant,5","significant,5,Germany",What is the most significant event that happened in Germany in the past 5 years?,Most significant event in the past 5 yrs,Germany
"significant,20","significant,20,Germany",What is the most significant event that happened in Germany in the past 20 years?,Most significant event in the past 20 yrs,Germany
"significant,100","significant,100,Germany",What is the most significant event that happened in Germany in the past 100 years?,Most significant event in the past 100 yrs,Germany
"significant,5","significant,5,Djibouti",What is the most significant event that happened in Djibouti in the past 5 years?,Most significant event in the past 5 yrs,Djibouti
"significant,20","significant,20,Djibouti",What is the most significant event that happened in Djibouti in the past 20 years?,Most significant event in the past 20 yrs,Djibouti
"significant,100","significant,100,Djibouti",What is the most significant event that happened in Djibouti in the past 100 years?,Most significant event in the past 100 yrs,Djibouti
"significant,5","significant,5,Dominica",What is the most significant event that happened in Dominica in the past 5 years?,Most significant event in the past 5 yrs,Dominica
"significant,20","significant,20,Dominica",What is the most significant event that happened in Dominica in the past 20 years?,Most significant event in the past 20 yrs,Dominica
"significant,100","significant,100,Dominica",What is the most significant event that happened in Dominica in the past 100 years?,Most significant event in the past 100 yrs,Dominica
"significant,5","significant,5,Denmark",What is the most significant event that happened in Denmark in the past 5 years?,Most significant event in the past 5 yrs,Denmark
"significant,20","significant,20,Denmark",What is the most significant event that happened in Denmark in the past 20 years?,Most significant event in the past 20 yrs,Denmark
"significant,100","significant,100,Denmark",What is the most significant event that happened in Denmark in the past 100 years?,Most significant event in the past 100 yrs,Denmark
"significant,5","significant,5,Dominican Republic",What is the most significant event that happened in Dominican Republic in the past 5 years?,Most significant event in the past 5 yrs,Dominican Republic
"significant,20","significant,20,Dominican Republic",What is the most significant event that happened in Dominican Republic in the past 20 years?,Most significant event in the past 20 yrs,Dominican Republic
